Resume_ID,Name,Skills,Experience_Years,Education,Certifications,Job_Role,Salary_Expectation,Projects_Count,Recruiter_Decision
964,Candidate_964,"Deep Learning, Python, Data Analysis",4,M.Tech,TensorFlow Certificate,Cloud Engineer,108645,5,1
965,Candidate_965,"Machine Learning, AWS, Power BI",7,M.Sc,None,ML Engineer,89796,6,1
966,Candidate_966,"Python, SQL, C++, Power BI",9,B.Tech,AWS Certified,Software Engineer,94429,5,1
967,Candidate_967,"Cloud Computing, Java, AWS, Deep Learning",3,M.Tech,Microsoft Azure,ML Engineer,63848,11,1
968,Candidate_968,"Python, Cloud Computing, Data Analysis, Power BI, SQL",3,MBA,Google Data Analytics,Data Scientist,57766,0,1
969,Candidate_969,"Power BI, Cloud Computing, AWS",6,MBA,Microsoft Azure,Data Analyst,66060,3,1
970,Candidate_970,"Python, AWS, C++",2,B.Sc,None,Software Engineer,78868,7,1
971,Candidate_971,"Python, Data Analysis",9,B.Tech,Microsoft Azure,ML Engineer,36643,6,1
972,Candidate_972,"Java, Python, Deep Learning, Power BI",3,MBA,AWS Certified,Cloud Engineer,41005,7,1
973,Candidate_973,"AWS, Python, C++, Cloud Computing, Java",7,MBA,Microsoft Azure,Software Engineer,46029,1,1
974,Candidate_974,"Deep Learning, SQL, Power BI, Python, AWS",1,M.Sc,AWS Certified,Data Analyst,93646,2,1
975,Candidate_975,"Machine Learning, C++, Python, AWS, Data Analysis",2,B.Sc,TensorFlow Certificate,Data Scientist,98926,0,1
976,Candidate_976,"Power BI, C++, SQL, Data Analysis, Machine Learning",2,B.Sc,AWS Certified,ML Engineer,79815,5,1
977,Candidate_977,"Machine Learning, Deep Learning, Java, C++, Power BI",9,M.Tech,Google Data Analytics,Cloud Engineer,43428,5,1
978,Candidate_978,"Deep Learning, Cloud Computing, Data Analysis, Java, Power BI",3,M.Tech,Google Data Analytics,Data Analyst,87775,2,1
979,Candidate_979,"AWS, Cloud Computing, Java",3,M.Sc,TensorFlow Certificate,ML Engineer,58854,13,1
980,Candidate_980,"Java, AWS, C++",0,M.Tech,Google Data Analytics,Software Engineer,106256,6,1
981,Candidate_981,"Deep Learning, Java, AWS",1,B.Tech,AWS Certified,Data Analyst,31651,14,1
982,Candidate_982,"Cloud Computing, Power BI",0,M.Sc,Google Data Analytics,Cloud Engineer,55051,10,1
983,Candidate_983,"Python, C++, SQL, Machine Learning, Cloud Computing",10,B.Sc,AWS Certified,Data Analyst,46184,14,1
984,Candidate_984,"SQL, Power BI, Data Analysis",5,M.Sc,AWS Certified,Software Engineer,107984,12,1
985,Candidate_985,"Data Analysis, SQL",0,M.Tech,TensorFlow Certificate,Data Analyst,64051,5,1
986,Candidate_986,"Power BI, Java, Cloud Computing, SQL, AWS",3,B.Tech,AWS Certified,Cloud Engineer,113930,14,1
987,Candidate_987,"AWS, Machine Learning, SQL, C++, Power BI",5,MBA,TensorFlow Certificate,Cloud Engineer,114045,14,1
988,Candidate_988,"AWS, Deep Learning, Java, C++, Data Analysis",10,MBA,Microsoft Azure,Cloud Engineer,44472,6,1
989,Candidate_989,"SQL, Machine Learning, Cloud Computing, Java, Data Analysis",9,MBA,AWS Certified,Data Scientist,38329,4,1
990,Candidate_990,"Deep Learning, Power BI, Data Analysis, Machine Learning, AWS",1,MBA,TensorFlow Certificate,Data Analyst,84220,2,0
991,Candidate_991,"Power BI, Python, Cloud Computing, Java, Data Analysis",10,M.Tech,AWS Certified,Cloud Engineer,36397,0,1
992,Candidate_992,"AWS, Machine Learning, Power BI",5,M.Tech,TensorFlow Certificate,ML Engineer,65525,12,1
993,Candidate_993,"C++, Cloud Computing, Power BI, Python",0,M.Sc,Google Data Analytics,Cloud Engineer,113820,10,1
994,Candidate_994,"Deep Learning, SQL, Power BI, Machine Learning",2,B.Tech,Microsoft Azure,Software Engineer,91330,4,0
995,Candidate_995,"Cloud Computing, Power BI",9,B.Tech,None,Data Analyst,100553,2,0
996,Candidate_996,"Machine Learning, Data Analysis, Power BI, AWS, C++",2,MBA,AWS Certified,Cloud Engineer,92812,4,0
997,Candidate_997,"SQL, C++",4,M.Sc,TensorFlow Certificate,Software Engineer,32096,3,1
998,Candidate_998,"Machine Learning, Power BI",4,B.Tech,Microsoft Azure,Cloud Engineer,55279,9,1
999,Candidate_999,"Cloud Computing, Machine Learning, Data Analysis",4,M.Sc,Google Data Analytics,Cloud Engineer,56201,3,1
1000,Candidate_1000,"C++, SQL, Python",3,M.Sc,AWS Certified,Cloud Engineer,45078,13,1
